hour,minute,operation_id,train_type,destination,platform,departure_dt,time_iso,stop_stations
9,48,80020016,特急,京王八王子,３,09:48,2025-09-06T09:48:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T09:48:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T10:31:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T10:34:00+09:00""}]"
10,1,80020017,特急,京王八王子,３,10:01,2025-09-06T10:01:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T10:01:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T10:43:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T10:46:00+09:00""}]"
10,20,80020018,特急,京王八王子,３,10:20,2025-09-06T10:20:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T10:20:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T11:02:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T11:05:00+09:00""}]"
10,39,80020019,特急,京王八王子,３,10:39,2025-09-06T10:39:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T10:39:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T11:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T11:23:00+09:00""}]"
10,49,8002001a,特急,京王八王子,３,10:49,2025-09-06T10:49:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T10:49:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T11:30:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T11:32:00+09:00""}]"
11,1,8002001b,特急,京王八王子,３,11:01,2025-09-06T11:01:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T11:01:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T11:42:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T11:45:00+09:00""}]"
11,20,8002001c,特急,京王八王子,３,11:20,2025-09-06T11:20:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T11:20:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T12:03:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T12:06:00+09:00""}]"
11,40,8002001d,特急,京王八王子,３,11:40,2025-09-06T11:40:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T11:40:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T12:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T12:23:00+09:00""}]"
12,0,8002001e,特急,京王八王子,３,12:00,2025-09-06T12:00:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T12:00:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T12:40:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T12:43:00+09:00""}]"
12,20,8002001f,特急,京王八王子,３,12:20,2025-09-06T12:20:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T12:20:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T13:01:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T13:03:00+09:00""}]"
