hour,minute,operation_id,train_type,destination,platform,departure_dt,time_iso,stop_stations
5,7,0004005d,各駅停車,北野,２,05:07,2025-09-07T05:07:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T05:07:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T05:09:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T05:19:00+09:00""}]"
5,33,00040000,特急,新宿,１,05:33,2025-09-07T05:33:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T05:33:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T05:35:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T05:46:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T06:25:00+09:00""}]"
5,46,00040024,各駅停車,新宿,２,05:46,2025-09-07T05:46:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T05:46:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T05:49:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T06:07:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T07:28:00+09:00""}]"
6,0,00040001,特急,新宿,１,06:00,2025-09-07T06:00:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T06:00:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T06:03:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T06:16:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T06:54:00+09:00""}]"
6,15,00040026,各駅停車,新宿,２,06:15,2025-09-07T06:15:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T06:15:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T06:17:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T06:32:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T07:44:00+09:00""}]"
6,26,00040028,各駅停車,新宿,２,06:26,2025-09-07T06:26:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T06:26:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T06:28:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T06:42:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T07:56:00+09:00""}]"
6,44,00040002,特急,新宿,１,06:44,2025-09-07T06:44:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T06:44:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T06:47:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T06:57:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T07:43:00+09:00""}]"
6,51,0004002a,各駅停車,新宿,２,06:51,2025-09-07T06:51:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T06:51:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T06:55:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T07:12:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T08:25:00+09:00""}]"
7,5,0004002c,各駅停車,新宿,２,07:05,2025-09-07T07:05:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:05:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:08:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T07:22:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T08:35:00+09:00""}]"
7,16,00040003,特急,新宿,１,07:16,2025-09-07T07:16:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:16:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:19:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T07:30:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T08:13:00+09:00""}]"
7,26,0004002e,各駅停車,新宿,１,07:26,2025-09-07T07:26:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:26:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:28:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T07:42:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T08:58:00+09:00""}]"
7,35,00040030,各駅停車,本八幡,２,07:35,2025-09-07T07:35:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:35:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:38:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T07:52:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:17:00+09:00""}]"
7,45,00040004,特急,新宿,１,07:45,2025-09-07T07:45:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:45:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:48:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:00:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T08:43:00+09:00""}]"
7,55,00040031,各駅停車,新宿,２,07:55,2025-09-07T07:55:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T07:55:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T07:58:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:11:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:25:00+09:00""}]"
8,3,00040032,各駅停車,新宿,１,08:03,2025-09-07T08:03:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:03:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:06:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:18:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:35:00+09:00""}]"
8,15,00040005,特急,新宿,２,08:15,2025-09-07T08:15:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:15:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:18:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:31:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:14:00+09:00""}]"
8,25,00040033,各駅停車,新宿,１,08:25,2025-09-07T08:25:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:25:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:28:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:43:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:59:00+09:00""}]"
8,36,00040034,各駅停車,新宿,２,08:36,2025-09-07T08:36:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:36:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:39:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T08:53:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T10:09:00+09:00""}]"
8,39,00040006,特急,新宿,１,08:39,2025-09-07T08:39:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:39:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:46:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:01:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T09:43:00+09:00""}]"
8,51,00040035,各駅停車,新宿,２,08:51,2025-09-07T08:51:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T08:51:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T08:56:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:11:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T10:29:00+09:00""}]"
9,2,00040036,各駅停車,新宿,２,09:02,2025-09-07T09:02:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:02:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T09:05:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:19:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T10:37:00+09:00""}]"
9,15,00040007,特急,新宿,１,09:15,2025-09-07T09:15:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:15:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T09:18:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:30:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T10:13:00+09:00""}]"
9,26,00040037,各駅停車,新宿,２,09:26,2025-09-07T09:26:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:26:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T09:29:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:43:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T10:59:00+09:00""}]"
9,36,00040038,各駅停車,新宿,１,09:36,2025-09-07T09:36:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:36:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T09:39:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T09:53:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:09:00+09:00""}]"
9,44,00040039,各駅停車,新宿,２,09:44,2025-09-07T09:44:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:44:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T09:49:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:04:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:18:00+09:00""}]"
9,57,0004003a,各駅停車,新宿,２,09:57,2025-09-07T09:57:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T09:57:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:00:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:14:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:29:00+09:00""}]"
10,4,0004003b,各駅停車,新宿,１,10:04,2025-09-07T10:04:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T10:04:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:07:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:25:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:36:00+09:00""}]"
10,16,0004003c,各駅停車,新宿,１,10:16,2025-09-07T10:16:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T10:16:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:19:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:35:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:50:00+09:00""}]"
10,29,00040008,特急,新宿,１,10:29,2025-09-07T10:29:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T10:29:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:32:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:42:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:23:00+09:00""}]"
10,38,0004003d,各駅停車,新宿,２,10:38,2025-09-07T10:38:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T10:38:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:41:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T10:55:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T12:10:00+09:00""}]"
10,48,00040009,特急,新宿,１,10:48,2025-09-07T10:48:00+09:00,"[{""station"": ""高尾山口"", ""time"": ""2025-09-07T10:48:00+09:00""}, {""station"": ""高尾"", ""time"": ""2025-09-07T10:51:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-07T11:04:00+09:00""}, {""station"": ""新宿"", ""time"": ""2025-09-07T11:43:00+09:00""}]"
